"School ID","School Short Name","School Long Name","Principal Name","Principal Email","Principal 2 Name","Principal 2 Email","Asst. Principal 1 Name","Asst. Principal 1 Email","Asst. Principal 2 Name","Asst. Principal 2 Email","Asst. Principal 3 Name","Asst. Principal 3 Email","Asst. Principal 4 Name","Asst. Principal 4 Email","Asst. Principal 5 Name","Asst. Principal 5 Email","Asst. Principal 6 Name","Asst. Principal 6 Email","PHONE","FAX","Website URL","School Hours","School Address","Delivery Address","Governance","Category","Network","Mail Run GSR","NCES ID","CPS Legacy Unit","ISBE ID","ISBE Name","Primary Grade Category","Secondary Grade Category","Current Grades Served","Grade Served at Maturity","Replication"
"609779","ARMSTRONG G","George Armstrong International Studies ES","Otis Lee Dunson III","OLDunson@cps.edu","","","Donna Heidkamp Bedtke","DHBedtke@cps.edu","Amit Thaker","AThaker@cps.edu","Yvonne Torres","YTorres@cps.edu","","","","","","","(773)534-2150","(773)534-2192","http://www.georgearmstrongelementary.org","07:45 AM-02:45 PM","2110 W GREENLEAF AVE Chicago IL 60645","2110 W GREENLEAF AVE Chicago IL 60645","District","ES","Network 2","32","{170993001181}","2080","{150162990252059}","Armstrong G Elem IntL Studies","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610287","ASHBURN","Ashburn Community Elementary School","Jewel Ann Diaz","JADiaz@cps.edu","","","Sheryl D Carson","SDCarson@cps.edu","","","","","","","","","","","(773)535-7860","(773)535-7867","http://www.ashburnschool.com","07:45 AM-02:45 PM","8300 S ST LOUIS AVE Chicago IL 60652","","District","ES","Network 10","43","{170993004718}","7100","{150162990252922}","Ashburn Community Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610268","ASHE","Arthur R Ashe Elementary School","Mr.Clyde King Jr.","ckingjr@cps.edu","","","Devin O Jackson","DOJackson@cps.edu","","","","","","","","","","","(773)535-3550","(773)535-3362","http://www.asheschool.org","07:45 AM-02:45 PM","8505 S INGLESIDE AVE Chicago IL 60619","","District","ES","Network 12","47","{170993001071}","6900","{150162990252437}","Ashe Elem School","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"400172","ASPIRA - BUSINESS & FINANCE HS","ASPIRA Business and Finance","Janie Flores","jflores@aspirail.org","","","","","","","","","","","","","","","(773)252-0970","-","http://www.aspirail.org/domain/95","","2989 N MILWAUKEE AVE Chicago IL 60618-7347","2989 N MILWAUKEE Chicago IL 60618-7347","Charter","HS","Charter","29","{170993005663}","9647","{15016299025008C}","ASPIRA Charter Schools","High","","9,10","9,10,11,12","Y"
"400013","ASPIRA - EARLY COLLEGE HS","ASPIRA Charter School - Early College High School","Mr. Raul Guerra","rguerra@aspirail.org","","","","","","","","","","","","","","","(773)252-0970","(773)267-3568","http://aspirail.org","8:30 AM - 3:26 PM","3986 W BARRY AVE Chicago IL 60618","3986 W BARRY AVE Chicago IL 60618","Charter","HS","Charter","29","{170993005663}","7803","{15016299025008C}","ASIPRA Charter Schools","High","","9,10,11,12","9,10,11,12","Y"
"400017","ASPIRA - HAUGAN","ASPIRA Charter School - Haugan Middle School","Mr. Pablo Ortega","portega@aspirail.org","","","","","","","","","","","","","","","(773)252-0970","(773)267-3568","http://www.haugan.aspirail.org","8:00 AM-3:30 PM","3729 W LELAND AVE Chicago IL 60625","3729 W LELAND AVE Chicago IL 60625","Charter","MS","Charter","31","{170993005663}","3500","{15016299025008C}","ASPIRA Charter Schools","Elementary","Middle","6,7,8","6,7,8","Y"
"609782","AUDUBON","John J Audubon Elementary School","Ms.Meghan M Duffy","mmduffy2@cps.edu","","","Mr.Chase Hemingway James","chjames1@cps.edu","","","","","","","","","","","(773)534-5470","(773)534-5785","http://www.audubonelementary.org/","08:00 AM-03:00 PM","3500 N HOYNE AVE Chicago IL 60618","3500 N HOYNE AVE Chicago IL 60618","District","ES","Network 4","33","{170993000581}","2110","{150162990252062}","Audubon Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609786","AVALON PARK","Avalon Park Elementary School","Takeshi M White-James","TMWhite-james@cps.edu","","","Mary F Thomas","MFKillian@cps.edu","","","","","","","","","","","(773)535-6615","(773)535-6660","http://www.avalonparkarts.org","07:45 AM-02:45 PM","8045 S KENWOOD AVE Chicago IL 60619","8045 S KENWOOD AVE Chicago IL 60619","District","ES","Network 12","47","{170993000582}","2130","{150162990252063}","Avalon Park Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610544","AZUELA","Mariano Azuela Elementary School","Carmen Navarro","cnavarro1@cps.edu","","","Hanan Hasan Matari","HHMatari@cps.edu","Aida Luz Perez","alperez@cps.edu","","","","","","","","","(773)535-7395","(773)535-7397","http://azuelaschool.weebly.com/","08:00 AM - 03:00 PM","4707 W MARQUETTE RD Chicago IL 60629","","District","ES","Network 10","44","{170993006131}","8660","{150162990252966}","Azuela Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610563","BACK OF THE YARDS HS","Back of the Yards IB HS","Patricia Barrera Brekke","PBBrekke@cps.edu","","","Rebecca Ann Bancroft","RABancroft@cps.edu","Sabrina L Walker","SLWalker@cps.edu","","","","","","","","","(773)535-7320","(773)535-6880","http://www.boycp.org","7:45  AM - 3:32  PM","2111 W 47TH ST Chicago IL 60609","","District","HS","Network 8","39","{170993006282}","9623","{150162990250014}","Back of The Yards IB HS","High","","9,10,11,12","9,10,11,12",""
"610555","BANNER WEST HS","Banner Academy West","Mr. Eric Carlton","ecarlton@bannerlearning.org","Mr. Byron Stingly","bysting7@yahoo.com","","","","","","","","","","","","","(773)854-1188","(773)854-1196","http://bannerlearning.org","","819 N LEAMINGTON AVE Chicago IL 60651","","ALOP","HS","Options","34","{170993006174}","8685","{150162990253793}","Banner West Academy HS","High","","9,10,11,12","9,10,11,12",""
"609788","BARNARD","Alice L Barnard Computer Math & Science Ctr ES","Patrick James MacMahon","pmacmahon@cps.edu","","","Margaret Moore Burns","MMBurns1@cps.edu","","","","","","","","","","","(773)535-2625","(773)535-2629","http://www.barnard.cps.edu","08:15 AM-03:15 PM","10354 S CHARLES ST Chicago IL 60643","10354 S CHARLES ST Chicago IL 60643","District","ES","Network 10","49","{170993000585}","2150","{150162990252066}","Barnard Elem Comp Math & Sci Ctr","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609789","BARRY","John Barry Elementary School","Estuardo Mazin","EMazin@cps.edu","","","Heather Dawn Connolly","HDConnolly@cps.edu","","","","","","","","","","","(773)534-3455","(773)534-3489","http://barry.cps.edu","08:30 AM-03:30 PM","2828 N KILBOURN AVE Chicago IL 60641","2828 N KILBOURN AVE Chicago IL 60641","District","ES","Network 4","29","{170993000586}","2160","{150162990252067}","Barry Elem School","Elementary","","PK,K,1,2,3,4,5,6","PK,K,1,2,3,4,5,6",""
"609790","BARTON","Clara Barton Elementary School","Mrs.Augusta M Smith","AMBryant1@cps.edu","","","Edward Neequaye","ENeequaye@cps.edu","","","","","","","","","","","(773)535-3260","(773)535-3271","http://www.bartonschoolchicago.org","08:45 AM-03:45 PM","7650 S WOLCOTT AVE Chicago IL 60620","7650 S WOLCOTT AVE Chicago IL 60620","District","ES","Network 11","43","{170993000589}","2170","{150162990252068}","Barton Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609791","BASS","Perkins Bass Elementary School","Carolyn Laverne Jones","CLJones@cps.edu","","","Pamela Denise Bolden","PDRingo@cps.edu","","","","","","","","","","","(773)535-3275","(773)535-3330","http://perkinsbasselementary.org/","08:00 AM-03:00 PM","1140 W 66TH ST Chicago IL 60621","1140 W 66TH ST Chicago IL 60621","District","ES","Network 11","45","{170993000590}","2180","{150162990252069}","Bass Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609792","BATEMAN","Newton Bateman Elementary School","Georgia Davos-Vetas","gdavos@cps.edu","","","Ms.Kathryn E Kloepper","kekloepper@cps.edu","","","","","","","","","","","(773)534-5055","(773)534-5052","http://bateman.cps.edu","08:15 AM-03:15 PM","4220 N RICHMOND ST Chicago IL 60618","4220 N RICHMOND ST Chicago IL 60618","District","ES","Network 1","31","{170993000591}","2190","{150162990252070}","Bateman Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610083","BEARD","Daniel C Beard Elementary School","Manda M Lukic","MMLukic@cps.edu","","","Mrs.Kerry Rush","KMelton@cps.edu","","","","","","","","","","","(773)534-1228","(773)534-1247","http://www.beard.cps.edu","07:30 AM-02:30 PM","6445 W STRONG ST Chicago IL 60656","6445 W STRONG ST Chicago IL 60656","District","ES","Network 1","30","{170993004965}","4950","{150162990253760}","Beard Elem School","Elementary","","PK,K,1,2,3","PK,K,1,2,3",""
"610246","BEASLEY","Edward Beasley Elementary Magnet Academic Center","Kim Brasfield","kbrasfield@cps.edu","","","Petrina Diane Haynes","PDHaynes@cps.edu","Jaidah Rashawn Wilson","JRWilson@cps.edu","","","","","","","","","(773)535-1230","(773)535-1248","http://beasleyac.org","8:45 AM-3:45 PM","5255 S STATE ST Chicago IL 60609","","District","ES","Network 9","42","{170993000668}","6660","{150162990252800}","Beasley Elem Magnet Academic Ctr","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609796","BEAUBIEN","Jean Baptiste Beaubien Elementary School","Mrs.Michelle Hope Ludford-Naggatz","MHLudford@cps.edu","","","Nicholas C Kotis","NCKotis@cps.edu","","","","","","","","","","","(773)534-3500","(773)534-3517","http://www.beaubienelementary.org","07:45 AM-02:45 PM","5025 N LARAMIE AVE Chicago IL 60630","5025 N LARAMIE AVE Chicago IL 60630","District","ES","Network 1","31","{170993000601}","2240","{150162990252078}","Beaubien Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610237","BEETHOVEN","Ludwig Van Beethoven Elementary School","Mr.Marcus Terrell Alexander","mtalexander2@cps.edu","","","Mrs.Keyonna L Payton","klowe-willi@cps.edu","","","","","","","","","","","(773)535-1480","(773)535-1478","http://beethovenschool.weebly.com/","7:30 AM- 2:30 PM","25 W 47TH ST Chicago IL 60609","25 W 47TH ST Chicago IL 60609","District","ES","Network 9","42","{170993000602}","6540","{150162990252079}","Beethoven Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609797","BEIDLER","Jacob Beidler Elementary School","Ursula Tarshi Hoskins","UTHoskins@cps.edu","","","Joseph Amedee Iii Lavizzo","jalavizzo@cps.edu","","","","","","","","","","","(773)534-6811","(773)534-6817","http://www.beidlerschool.org","08:45 AM-03:45 PM","3151 W WALNUT ST Chicago IL 60612","3151 W WALNUT ST Chicago IL 60612","District","ES","Network 5","34","{170993000603}","2250","{150162990252080}","Beidler Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609798","BELDING","Hiram H Belding Elementary School","Heather Smith Yutzy","hsyutzy@cps.edu","","","Dr.Patrina Singleton","psingleton@cps.edu","","","","","","","","","","","(773)534-3590","(773)534-3598","http://www.beldingelementary.com","7:45 AM-2:45 PM","4257 N TRIPP AVE Chicago IL 60641","4257 N TRIPP AVE Chicago IL 60641","District","ES","Network 1","31","{170993000604}","2260","{150162990252081}","Belding Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609799","BELL","Alexander Graham Bell Elementary School","Sandra Ann Caudill","sacaudill@cps.edu","","","Kathleen Marie Miller","kmmiller@cps.k12.il.us","","","","","","","","","","","(773)534-5150","(773)534-5163","http://www.agbellschool.com","08:15 AM-03:15 PM","3730 N OAKLEY AVE Chicago IL 60618","3730 N OAKLEY AVE Chicago IL 60618","District","ES","Network 4","33","{170993000605}","2270","{150162990252082}","Bell Elem School","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609922","BELMONT-CRAGIN","Belmont-Cragin Elementary School","Stacy Pauline Stewart","SPStewart@cps.edu","","","Mrs.Celia Hernandez","CRamirez1@cps.edu","Jorge Mario Melgar","JMMelgar@cps.edu","","","","","","","","","(773)534-2900","(773)534-2907","http://www.belmontcragin.cps.edu","8:00 AM-3:00 PM","5252 W PALMER ST Chicago IL 60639","5252 W PALMER ST Chicago IL 60639","District","ES","Network 3","29","{170993004720}","3390","{150162990252923}","Belmont-Cragin Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609800","BENNETT","Frank I Bennett Elementary School","Teresa F Huggins","tfhuggins@cps.edu","","","Donnell L Rader","DLRader@cps.edu","","","","","","","","","","","(773)535-5460","(773)535-5577","http://bennettes.org","8:45 AM-3:45 PM","10115 S PRAIRIE AVE Chicago IL 60628","10115 S PRAIRIE AVE Chicago IL 60628","District","ES","Network 13","48","{170993000607}","2280","{150162990252083}","Bennett Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610350","BLACK","Robert A Black Magnet Elementary School","Rhonda Louise Butler","rlbutler1@cps.edu","","","Tori Llanell Williams","TLWilliams1@cps.edu","","","","","","","","","","","(773)535-6390","(773)535-6047","http://www.blackmagnet.org","07:30 AM-02:30 PM","9101 S EUCLID AVE Chicago IL 60619","","District","ES","Network 12","47","{170993000609}","7860","{150162990252086}","Black Magnet Elem School","Elementary","","K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",""
"609803","BLAINE","James G Blaine Elementary School","Gary Wayne Norcross","gwnorcross@cps.edu","","","Ms.Angela Marie Brito","ambrito@cps.edu","","","","","","","","","","","(773)534-5750","(773)534-5748","http://blainecps.com/","08:00 AM-03:00 PM","1420 W GRACE ST Chicago IL 60613","1420 W GRACE ST Chicago IL 60613","District","ES","Network 4","33","{170993000610}","2300","{150162990252087}","Blaine Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610087","BLAIR","Blair Early Childhood Center","Karen Anne Bryar","KABryar1@cps.edu","","","Elizabeth Nell Hendry","ENHendry@cps.edu","","","","","","","","","","","(773)535-2076","(773)535-2362","http://www.blairearlychildhood.org","7:30 AM-2:30 PM","6751 W 63RD PL Chicago IL 60638","6751 W 63RD PL Chicago IL 60638","District","ES","Network 10","44","{170993004966}","4990","{150162990253761}","Blair Early Childhood Center","Elementary","","PK,K,1,2","PK,K,1,2",""
"609698","BOGAN HS","William J Bogan High School","Mrs.Alahrie A Aziz-Sims","AAAziz@cps.edu","","","Margaret M Loranger","MMLoranger@cps.edu","","","","","","","","","","","(773)535-2180","(773)535-2165","http://www.boganhs.org","9:00  AM - 4:08 PM","3939 W 79TH ST Chicago IL 60652","3939 W 79TH ST Chicago IL 60652","District","HS","Network 10","44","{170993000626}","1230","{150162990250003}","Bogan High School","High","","9,10,11,12","9,10,11,12",""
"610238","BOND","Carrie Jacobs Bond Elementary School","Valesta Cobbs","VCobbs@cps.edu","","","","","","","","","","","","","","","(773)535-3480","(773)535-3433","http://www.bondelementary.org/","9:00 AM-4:00 PM","7050 S MAY ST Chicago IL 60621","7050 S MAY ST Chicago IL 60621","District","ES","Network 11","45","{170993000611}","6550","{150162990252088}","Bond Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609804","BOONE","Daniel Boone Elementary School","Mrs.Jaclyn Delaney","jdelaney@cps.edu","","","Jose Moreno","JMoreno@cps.edu","","","","","","","","","","","(773)534-2160","(773)534-2190","http://www.boone.cps.edu","08:15 AM-03:15 PM","6710 N WASHTENAW AVE Chicago IL 60645","6710 N WASHTENAW AVE Chicago IL 60645","District","ES","Network 2","32","{170993000612}","2320","{150162990252089}","Boone Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609815","BOUCHET","Edward A Bouchet Math & Science Academy ES","Ms.Shontae M Higginbottom","SMAllen2@cps.edu","","","David J Young","DJYoung@cps.edu","","","","","","","","","","","(773)535-0501","(773)535-0559","http://www.bouchet-brynmawr.cps.edu","08:45 AM-03:45 PM","7355 S JEFFERY BLVD Chicago IL 60649","7355 S JEFFERY BLVD Chicago IL 60649","District","ES","Network 12","46","{170993000623}","2430","{150162990252100}","Bouchet Elem Math & Science Acad","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610323","BOWEN HS","Bowen High School","Nia M Abdullah","NMAbdullah1@cps.edu","","","Mrs.Catherine B. Whitfield","cbwhitfield2@cps.edu","","","","","","","","","","","(773)535-7650","(773)535-6489","http://www.bowenhs.org","8:00  AM - 3:23  PM","2710 E 89TH ST Chicago IL 60617","","District","HS","Network 12","47","{170993005072}","7540","{150162990250824}","Bowen High School","High","","9,10,11,12","9,10,11,12",""
"609806","BRADWELL","Myra Bradwell Communications Arts & Sciences ES","Tyese T Sims","TTSims@cps.edu","","","Tina Walker","TWalker1@cps.edu","","","","","","","","","","","(773)535-6600","(773)535-6612","http://auslchicago.org/schools/pages/bradwell","08:45 AM-03:45 PM","7736 S BURNHAM AVE Chicago IL 60649","7736 S BURNHAM AVE Chicago IL 60649","District","ES","AUSL","47","{170993000614}","2340","{150162990252090}","Bradwell Comm Arts & Sci Elem Sch","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610242","BRENNEMANN","Joseph Brennemann Elementary School","Sarah D Abedelal","SDAbedelal@cps.edu","","","Jennifer P Mc Bride","JPEllen@cps.edu","","","","","","","","","","","(773)534-5766","(773)534-5787","","08:45 AM-03:45 PM","4251 N CLARENDON AVE Chicago IL 60613","4251 N CLARENDON Chicago IL 60613-1523","District","ES","Network 2","32","{170993000616}","6600","{150162990252093}","Brennemann Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609809","BRENTANO","Lorenz Brentano Math & Science Academy ES","Mr.Seth Lavin","slavin@cps.edu","","","Erendira Alcantara","EAlcantara@cps.edu","","","","","","","","","","","(773)534-4100","(773)534-4183","http://brentanomathandscienceacademy.org/","08:45 AM - 03:45 PM","2723 N FAIRFIELD AVE Chicago IL 60647","2723 N FAIRFIELD AVE Chicago IL 60647","District","ES","Network 4","31","{170993000617}","2370","{150162990252094}","Brentano Elem Math & Science Acad","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609810","BRIDGE","Norman A Bridge Elementary School","Christopher Lynn Brake","CLBrake@cps.edu","Christopher Lynn Brake","CLBrake@cps.edu","Mr.Juan Carlos Cardona","jccardona@cps.edu","Joyce Evelyne Giannini","JEGiannini@cps.edu","","","","","","","","","(773)534-3718","(773)534-3612","http://bridge.cps.edu","08:00 AM-3:00 PM(PK-4),7:45 AM-2:45 PM(5-8)","3800 N NEW ENGLAND AVE Chicago IL 60634","3800 N NEW ENGLAND AVE Chicago IL 60634","District","ES","Network 1","30","{170993000618}","2380","{150162990252095}","Bridge Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"609811","BRIGHT","Orville T Bright Elementary School","Alicia C Lewis","aclewis@cps.edu","","","Pam Strauther-Sanders","pstrauthersanders@cps.edu","","","","","","","","","","","(773)535-6215","(773)535-6373","http://bright.cps.edu","08:45 AM-03:45 PM","10740 S CALHOUN AVE Chicago IL 60617","10740 S CALHOUN AVE Chicago IL 60617","District","ES","Network 13","47","{170993000619}","2390","{150162990252096}","Bright Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610317","BRIGHTON PARK","Brighton Park Elementary School","Ms.Sara Beth Haas","SBBosch@cps.edu","","","Osvaldo DeSantiago","ODesantiago@cps.edu","","","","","","","","","","","(773)535-7237","(773)535-7198","http://brightonpark.cps.edu/","8:00 AM-3:00 PM","3825 S WASHTENAW AVE Chicago IL 60632","","District","ES","Network 8","39","{170993005486}","7470","{150162990252870}","Brighton Park Elem School","Elementary","","PK,K,1,2,3,4,5,6,7,8","PK,K,1,2,3,4,5,6,7,8",""
"610381","BRONZEVILLE HS","Bronzeville Scholastic Academy High School","Stephanie K Glover-Douglas","skglover-dou@cps.edu","","","Demetra D Richardson-Starks","DDRichardson-star@cps.edu","","","","","","","","","","","(773)535-1150","(773)535-1228","http://www.bronzevillescholastic.com","9:00  AM - 4:15  PM","4934 S WABASH AVE Chicago IL 60615","","District","HS","Network 9","42","{170993005792}","7270","{150162990250834}","Bronzeville Scholastic HS","High","","9,10,11,12","9,10,11,12",""
